Term,drug_candidate,Adjusted P-value,P-value,Combined Score,Overlap,Genes,query_name,query_description
chloropyramine PC3 UP,chloropyramine PC3 UP,0.00035396451330334564,2.4314384792332625e-05,293.2050983415092,4/34,TNFAIP3;INHBA;PTGS2;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
prochlorperazine HL60 UP,prochlorperazine HL60 UP,0.00035396451330334564,2.4314384792332625e-05,293.2050983415092,4/34,RGS2;CCL4;SPP1;ARID5B,Fallback_DSigDB,Combined signature vs DSigDB
formaldehyde 712 rat GSE7002 sample 3552,formaldehyde 712 rat GSE7002 sample 3552,2.597946121245508e-07,8.193259777909618e-09,290.7323542400479,10/414,EGR1;IL1RN;RGS2;VCAN;GPNMB;CCL20;PLEK;CCL4;TIMP1;PTGS2,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
labetalol HL60 UP,labetalol HL60 UP,0.0013970913495184,0.00017430999547730406,280.0818212549987,3/22,HCAR3;SPP1;S100A12,Fallback_DSigDB,Combined signature vs DSigDB
disulfiram MCF7 UP,disulfiram MCF7 UP,3.467846375325233e-05,1.247776499532911e-06,273.2189481201897,6/69,SOCS2;EGR1;RGS2;HMOX1;GEM;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
gedunin CTD 00003449,gedunin CTD 00003449,1.1483176000962665e-05,3.112262654466516e-07,272.55394344589786,7/89,IL1RN;EPAS1;BAG3;PPIF;ARID5B;HMOX1;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
CasIIgly 144221079 human GSE41827 sample 3130,CasIIgly 144221079 human GSE41827 sample 3130,2.5784705953731195e-05,1.389189151252272e-06,272.3643544194906,6/174,C3;RGS2;ARL5B;BAG3;CCL20;GEM,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
sulconazole MCF7 UP,sulconazole MCF7 UP,0.0004194725330283081,3.0647360561549374e-05,268.86381386041506,4/36,EGR1;RGS2;TNFAIP3;GEM,Fallback_DSigDB,Combined signature vs DSigDB
primaquine MCF7 UP,primaquine MCF7 UP,0.0004194725330283081,3.0647360561549374e-05,268.86381386041506,4/36,EGR1;RGS2;TNFAIP3;HMOX1,Fallback_DSigDB,Combined signature vs DSigDB
diclofenac DB00586 human GSE54255 sample 3053,diclofenac DB00586 human GSE54255 sample 3053,1.0921953070006614e-06,3.7839684649552925e-08,268.5087378368916,9/360,HCAR3;EGR1;RGS2;ARL5B;TNFAIP6;BAG3;PTGS2;GEM;HSPD1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
doxorubicin DB00997 human GSE12972 sample 2720,doxorubicin DB00997 human GSE12972 sample 2720,1.0921953070006614e-06,3.87506876334006e-08,267.3595759454531,9/361,TNFAIP6;GPNMB;CCL20;SPP1;PTGS2;LIPA;GEM;TM4SF1;LGMN,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
suloctidil PC3 UP,suloctidil PC3 UP,0.00012187873266483584,6.093936633241793e-06,266.96429755989936,5/52,EGR1;CCL20;TNFAIP3;HMOX1;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
corbadrine PC3 UP,corbadrine PC3 UP,0.001570316363739,0.00019973029138903675,261.8793213001886,3/23,AKAP12;EPAS1;TM4SF1,Fallback_DSigDB,Combined signature vs DSigDB
dioxocerium CTD 00001451,dioxocerium CTD 00001451,0.007183517025272,0.0015810451022911,261.8039188938469,2/12,HMOX1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
BAPTA CTD 00001204,BAPTA CTD 00001204,0.007183517025272,0.0015810451022911,261.8039188938469,2/12,HMOX1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
pepstatin CTD 00001504,pepstatin CTD 00001504,0.007183517025272,0.0015810451022911,261.8039188938469,2/12,TNFAIP6;INHBA,Fallback_DSigDB,Combined signature vs DSigDB
adenosine triphosphate 5957 human GSE30903 sample 3218,adenosine triphosphate 5957 human GSE30903 sample 3218,1.2129945896038606e-06,4.463054994600276e-08,260.62285056415044,9/367,IL1RN;VCAN;TNFAIP6;CCL20;CCL4;PPIF;HBB;TIMP1;PTGS2,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
ellipticine MCF7 UP,ellipticine MCF7 UP,0.00013158407471800277,6.702179506664625e-06,259.3184431876064,5/53,EGR1;TNFAIP3;CXCR4;SERPINB9;HIVEP2,Fallback_DSigDB,Combined signature vs DSigDB
furazolidone HL60 DOWN,furazolidone HL60 DOWN,0.0004412881736966745,3.423076487553643e-05,257.92949230262207,4/37,HCAR3;EGR1;VCAN;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
MALEIC HYDRAZIDE BOSS,MALEIC HYDRAZIDE BOSS,0.0004412881736966745,3.423076487553643e-05,257.92949230262207,4/37,TAOK1;FN1;HBB;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
disulfiram HL60 UP,disulfiram HL60 UP,0.0004412881736966745,3.423076487553643e-05,257.92949230262207,4/37,RGS2;TNFAIP6;BAG3;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
Sodium dodecyl sulfate CTD 00006753,Sodium dodecyl sulfate CTD 00006753,4.24494592732046e-05,1.6067318696867162e-06,255.9105508202512,6/72,TNFAIP6;CCL20;CCL4;TNFAIP3;CXCR4;HMOX1,Fallback_DSigDB,Combined signature vs DSigDB
thioridazine PC3 UP,thioridazine PC3 UP,3.726086395521561e-07,4.004672294252145e-09,254.6771425849753,11/196,AKAP12;EGR1;IL1RN;HMOX1;TNFAIP3;INHBA;NEAT1;PTGS2;GEM;TM4SF1;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
PRISTANE 15979 mouse GSE17297 sample 3227,PRISTANE 15979 mouse GSE17297 sample 3227,1.3308387817599251e-06,5.2464078124569996e-08,253.09179622670567,9/374,C3;COL1A2;GPNMB;PLEK;SPP1;TIMP1;LIPA;PLTP;LGMN,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
p-Phenylenediamine CTD 00001400,p,0.00013932616167895516,7.356942182113052e-06,252.0259543056669,5/54,TNFAIP6;CCL4;TNFAIP3;HMOX1;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
aminolevulinic acid DB00855 human GSE8920 sample 2575,aminolevulinic acid DB00855 human GSE8920 sample 2575,3.594303288187291e-06,1.6058648068116674e-07,251.93815756435123,8/304,EGR1;RGS2;BAG3;CCL20;HBB;NEAT1;GEM;HSPD1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
Lipopolysaccharide 11970143 human GSE5504 sample 3486,Lipopolysaccharide 11970143 human GSE5504 sample 3486,1.3480038847480867e-06,5.4912116198673715e-08,251.00212450842665,9/376,C3;HCAR3;TNFAIP6;CCL20;CCL4;PPIF;TIMP1;PTGS2;FILIP1L,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
ketoconazole HL60 DOWN,ketoconazole HL60 DOWN,0.0004687289088318958,3.811160286764013e-05,247.7161602947514,4/38,HCAR3;RGS2;SPP1;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
OZONE CTD 00006460,OZONE CTD 00006460,0.0004687289088318958,3.811160286764013e-05,247.7161602947514,4/38,COL3A1;SFTPA2;HMOX1;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
clenbuterol HL60 UP,clenbuterol HL60 UP,0.0004687289088318958,3.811160286764013e-05,247.7161602947514,4/38,CCL20;TIMP1;INHBA;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
"2,6-DICHLOROINDOPHENOL CTD 00007030","2,6",0.0017444943109054,0.00022743640782365407,245.59318448881905,3/24,EGR1;CCL4;HMOX1,Fallback_DSigDB,Combined signature vs DSigDB
digoxin HL60 UP,digoxin HL60 UP,8.650939690090529e-08,8.084990364570587e-10,241.96633542769345,13/267,EGR1;IL1RN;TNFAIP6;CCL20;ARID5B;TNFAIP3;PTGS2;GEM;HCAR3;RGS2;BAG3;CCL4;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
troglitazone CTD 00002415,troglitazone CTD 00002415,2.7570789453001604e-10,9.018482531355665e-13,239.66210239109796,22/651,ERRFI1;EGR1;TNFAIP6;CCL20;FN1;LPL;TNFAIP3;CXCR4;PTGS2;MMP9;GEM;DCN;EREG;HSPD1;VCAN;COL1A2;GPNMB;CCL4;SPP1;HMOX1;TIMP1;FILIP1L,Fallback_DSigDB,Combined signature vs DSigDB
fenretinide DB05076 human GSE17480 sample 2529,fenretinide DB05076 human GSE17480 sample 2529,1.338441102950524e-05,6.859290803557218e-07,237.0774812567257,7/250,TNFAIP6;CCL20;CCL4;APOC1;HBB;COL6A3;PTGS2,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
herbimycin a CTD 00001010,herbimycin a CTD 00001010,0.0082177237685827,0.0018624280503563,231.94759321375395,2/13,HMOX1;TIMP1,Fallback_DSigDB,Combined signature vs DSigDB
"2,2'-BIPYRIDINE CTD 00007027","2,2'",0.0082177237685827,0.0018624280503563,231.94759321375395,2/13,HMOX1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
4-(2-Aminoethyl)benzenesulfonyl fluoride CTD 00000065,4,0.0082177237685827,0.0018624280503563,231.94759321375395,2/13,TNFAIP6;INHBA,Fallback_DSigDB,Combined signature vs DSigDB
IMD-0354 CTD 00004363,IMD,0.0082177237685827,0.0018624280503563,231.94759321375395,2/13,HMOX1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
salbutamol PC3 UP,salbutamol PC3 UP,0.0018808227849724,0.00025751452149389134,230.94718074554484,3/25,AKAP12;EPAS1;TM4SF1,Fallback_DSigDB,Combined signature vs DSigDB
disulfiram PC3 UP,disulfiram PC3 UP,0.0018808227849724,0.00025751452149389134,230.94718074554484,3/25,EGR1;HMOX1;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
nitroglycerin CTD 00006039,nitroglycerin CTD 00006039,0.0018808227849724,0.00025751452149389134,230.94718074554484,3/25,C3;HMOX1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
Lonafarnib CTD 00003616,Lonafarnib CTD 00003616,0.0018808227849724,0.00025751452149389134,230.94718074554484,3/25,PTGS2;MMP9;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one CTD 00000374,5,0.0018808227849724,0.00025751452149389134,230.94718074554484,3/25,FN1;PTGS2;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
Hydroxytyrosol CTD 00000267,Hydroxytyrosol CTD 00000267,0.0018808227849724,0.00025751452149389134,230.94718074554484,3/25,EGR1;PTGS2;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
profenamine-6697,profenamine,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,VCAN;TNFAIP3;CXCR4;FRMD4B;INHBA;PTGS2;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
lycorine-3808,lycorine,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,AKAP12;CCL20;ARID5B;TNFAIP3;INHBA;NEAT1;PTGS2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
diethylstilbestrol-3895,diethylstilbestrol,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,EGR1;RGS2;HMOX1;TNFAIP3;CXCR4;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
maprotiline-5022,maprotiline,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,EGR1;HMOX1;TNFAIP3;CXCR4;NEAT1;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
astemizole-1365,astemizole,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,RGS2;TNFAIP6;GPNMB;IL1R1;CCL20;CCL4;SPP1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
carcinine-4225,carcinine,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,IL1RN;PLEK;SCGB1A1;HBB;FRMD4B;DCN;EREG,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
oxybutynin-6770,oxybutynin,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,EGR1;IGHG1;LPL;TNFAIP3;CXCR4;TM4SF1;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
5253409-961,5253409,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,EGR1;RGS2;IGHG1;DNAJA4;HMOX1;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
clioquinol-5623,clioquinol,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,EGR1;HMOX1;TNFAIP3;FBLN1;FRMD4B;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
cicloheximide-5743,cicloheximide,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,AKAP12;ARID5B;TNFAIP3;INHBA;PTGS2;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-7005,trichostatin A,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,AKAP12;RGS2;TNFAIP3;CXCR4;SERPINB9;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
fluphenazine-5234,fluphenazine,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,EGR1;HMOX1;TNFAIP3;NEAT1;TM4SF1;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
terfenadine-6823,terfenadine,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,EGR1;HIST1H1D;HMOX1;TNFAIP3;CXCR4;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
mometasone-1746,mometasone,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,IL1R1;CCL20;APOC1;LPL;MMP19;CXCR4;NEAT1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trifluoperazine-2684,trifluoperazine,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,RGS2;VCAN;TNFAIP6;IL1R1;CCL20;CCL4;SPP1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
labetalol-1550,labetalol,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,RGS2;GPNMB;CCL20;CCL4;FN1;SPP1;S100A12,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
cicloheximide-2723,cicloheximide,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,IL1RN;RGS2;TNFAIP6;HIST1H1D;ARID5B;FILIP1L;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
chlorpromazine-1822,chlorpromazine,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,CCL20;HMOX1;TNFAIP3;INHBA;NEAT1;PTGS2;TM4SF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
lynestrenol-1537,lynestrenol,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,EGR1;RGS2;HIST1H1D;TNFAIP3;SERPINB9;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
salsolidin-4810,salsolidin,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,EGR1;IL1RN;VCAN;EPAS1;COL14A1;INHBA;IGHA1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
prochlorperazine-5212,prochlorperazine,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,EGR1;HMOX1;TNFAIP3;CXCR4;NEAT1;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
pyrimethamine-4194,pyrimethamine,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,DNAJA4;FN1;HBB;TNFAIP3;SERPINB9;NEAT1;MMP9,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
perhexiline-5501,perhexiline,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,EGR1;HMOX1;TNFAIP3;CXCR4;FRMD4B;IGHA1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
beta-escin-3807,beta,5.592603121723608e-05,6.913932430702262e-07,227.3875193557536,7/100,EGR1;IL1RN;HIST1H1D;LPL;HMOX1;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
"1,2,4-BENZENETRIOL CTD 00000682","1,2,4",2.1990387253994837e-05,7.398634963960879e-07,223.8825673660145,7/101,EGR1;TNFAIP6;CCL4;HMOX1;HBB;HSPA1B;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
NICKEL SULFATE CTD 00001417,NICKEL SULFATE CTD 00001417,1.65853188615182e-09,6.975134100638496e-12,223.43598202210143,20/576,EGR1;IL1RN;TNFAIP6;EPAS1;CCL20;FUCA1;PLEK;FGL2;TNFAIP3;CXCR4;INHBA;PTGS2;MMP9;GPNMB;CD8A;CTSL;CCL4;HMOX1;TIMP1;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
methotrexate DB00563 human GSE41831 sample 2601,methotrexate DB00563 human GSE41831 sample 2601,1.068680679014825e-05,3.0886724827018064e-08,222.75766105906013,10/321,FCGR3B;IL18RAP;IGHG2;GNLY;CD8A;TNFAIP3;PROK2;CXCR4;SERPINB9;XAF1,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
Lipopolysaccharide 11970143 human GSE3140 sample 3595,Lipopolysaccharide 11970143 human GSE3140 sample 3595,6.344653753850117e-06,3.0014130767227884e-07,222.0427987455597,8/330,HCAR3;IL1RN;TNFAIP6;CCL20;PLEK;CCL4;PPIF;PTGS2,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
isoproterenol CTD 00006175,isoproterenol CTD 00006175,6.608092550937302e-05,2.779104343852136e-06,221.79048279011812,6/79,C3;IL1RN;FN1;HMOX1;TIMP1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
Nitroprusside CTD 00006411,Nitroprusside CTD 00006411,0.00019706145952931643,1.1418514477399644e-05,220.1295580852784,5/59,COL1A2;SPP1;HMOX1;PTGS2;HSPD1,Fallback_DSigDB,Combined signature vs DSigDB
PRISTANE 15979 mouse GSE17297 sample 3226,PRISTANE 15979 mouse GSE17297 sample 3226,6.612406001811711e-06,3.214967438462987e-07,218.95292607873287,8/333,C3;COL1A2;PLEK;SPP1;COL6A3;TIMP1;LIPA;LGMN,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
rosiglitazone DB00412 mouse GSE35011 sample 3267,rosiglitazone DB00412 mouse GSE35011 sample 3267,2.1621839143471325e-05,9.373629686476009e-08,218.7899549992419,9/271,AKAP12;ERRFI1;COL3A1;SPARC;CCDC80;CTSL;FN1;INHBA;DCN,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
Anacardic acid C15:3 CTD 00003117,Anacardic acid C15:3 CTD 00003117,0.0020690189631894,0.0002900493873630044,217.7148751207531,3/26,PTGS2;MMP9;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
ebselen MCF7 UP,ebselen MCF7 UP,0.0020690189631894,0.0002900493873630044,217.7148751207531,3/26,EGR1;HMOX1;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
isoetarine PC3 UP,isoetarine PC3 UP,0.0020690189631894,0.0002900493873630044,217.7148751207531,3/26,AKAP12;EPAS1;TM4SF1,Fallback_DSigDB,Combined signature vs DSigDB
acetaldehyde CTD 00005293,acetaldehyde CTD 00005293,1.0601490497506644e-05,2.724682137209652e-07,214.8575624391899,8/129,EGR1;ARL5B;COL1A2;FN1;SPP1;PTGS2;MMP9;GEM,Fallback_DSigDB,Combined signature vs DSigDB
TRICHLOROETHYLENE CTD 00006932,TRICHLOROETHYLENE CTD 00006932,7.327865604346144e-05,3.2187820878903624e-06,213.37617979361437,6/81,TNFAIP3;CXCR4;HMOX1;HIVEP2;FILIP1L;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
Lipopolysaccharide 11970143 human GSE5504 sample 3484,Lipopolysaccharide 11970143 human GSE5504 sample 3484,3.183243809290011e-06,1.352703982366428e-07,212.6240418839893,9/418,HCAR3;IL1RN;ARL5B;TNFAIP6;CCL20;CCL4;PPIF;TIMP1;PTGS2,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
Interferon beta-1a DB00060 human GSE26104 sample 3186,Interferon beta,3.183243809290011e-06,1.3803816781415288e-07,211.82298165032165,9/419,HCAR3;EGR1;IL1RN;ARL5B;TNFAIP6;CCL20;CCL4;PPIF;PTGS2,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
Malondialdehyde CTD 00006237,Malondialdehyde CTD 00006237,0.0092509729391028,0.0021657651600423,207.5042741698455,2/14,IL1RN;HMOX1,Fallback_DSigDB,Combined signature vs DSigDB
methanol CTD 00005338,methanol CTD 00005338,0.0092509729391028,0.0021657651600423,207.5042741698455,2/14,NFATC2;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
grepafloxacin 72474 human GSE9166 sample 2627,grepafloxacin 72474 human GSE9166 sample 2627,0.0006611078124666489,6.254896517424273e-05,205.74441494294825,4/105,EGR1;CCL20;APOC1;GEM,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
mometasone MCF7 UP,mometasone MCF7 UP,0.0021842429822782,0.0003251243529193447,205.70898832313847,3/27,TNFAIP3;HMOX1;GEM,Fallback_DSigDB,Combined signature vs DSigDB
Evodiamine CTD 00002158,Evodiamine CTD 00002158,0.0021842429822782,0.0003251243529193447,205.70898832313847,3/27,PTGS2;MMP9;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
"2,6,9,9-tetramethylcycloundeca-2,6,10-trien-1-one CTD 00003763","2,6,9,9",0.0021842429822782,0.0003251243529193447,205.70898832313847,3/27,PTGS2;MMP9;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
dobutamine PC3 UP,dobutamine PC3 UP,0.0021842429822782,0.0003251243529193447,205.70898832313847,3/27,AKAP12;EPAS1;TM4SF1,Fallback_DSigDB,Combined signature vs DSigDB
Artenimol CTD 00001819,Artenimol CTD 00001819,0.0021842429822782,0.0003251243529193447,205.70898832313847,3/27,EGR1;HMOX1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
sevoflurane BOSS,sevoflurane BOSS,0.0006493697404661107,6.250942361496206e-05,205.40418572151407,4/43,BAG3;HBB;HMOX1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
GADOLINIUM BOSS,GADOLINIUM BOSS,0.0006493697404661107,6.250942361496206e-05,205.40418572151407,4/43,CD8A;HBB;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
cephaeline HL60 UP,cephaeline HL60 UP,7.867675470909671e-10,2.941187091928849e-12,204.20653800563971,23/767,EGR1;IL1RN;TNFAIP6;IL1R1;CCL20;FUCA1;OSM;ARID5B;TNFAIP3;CXCR4;FRMD4B;INHBA;PTGS2;GEM;HCAR3;RGS2;IL18RAP;BAG3;CCL4;PPIF;HIVEP2;FILIP1L;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
valsartan CTD 00002971,valsartan CTD 00002971,0.0002558275321730504,1.57800160031975e-05,199.0819922903512,5/63,EGR1;TIMP1;INHBA;PTGS2;FILIP1L,Fallback_DSigDB,Combined signature vs DSigDB
dequalinium chloride HL60 DOWN,dequalinium chloride HL60 DOWN,0.0002558275321730504,1.57800160031975e-05,199.0819922903512,5/63,HCAR3;EGR1;RGS2;SPP1;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
etynodiol HL60 UP,etynodiol HL60 UP,0.0002558275321730504,1.57800160031975e-05,199.0819922903512,5/63,GNLY;IL1R1;CCL20;HIST1H1D;LPL,Fallback_DSigDB,Combined signature vs DSigDB
nicotinic acid BOSS,nicotinic acid BOSS,0.0006947148704139014,6.849758769034262e-05,198.3664801106035,4/44,HCAR3;LPL;HBB;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
securinine HL60 UP,securinine HL60 UP,0.0006947148704139014,6.849758769034262e-05,198.3664801106035,4/44,EGR1;BAG3;HMOX1;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
Acetovanillone CTD 00002374,Acetovanillone CTD 00002374,0.0006947148704139014,6.849758769034262e-05,198.3664801106035,4/44,FN1;HMOX1;PTGS2;CCL18,Fallback_DSigDB,Combined signature vs DSigDB
Idocyklin BOSS,Idocyklin BOSS,9.043955567948492e-05,4.268408936274755e-06,198.01146032894957,6/85,CD8A;TAOK1;SCGB1A1;FN1;HBB;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
dihydroergotamine HL60 UP,dihydroergotamine HL60 UP,1.4341419065515523e-05,4.0879745934413414e-07,197.5862973972796,8/136,IL1RN;RGS2;VCAN;TNFAIP6;CCL20;FUCA1;TIMP1;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
15442-64-5 CTD 00000915,15442,0.0023528416243584,0.0003628213719805087,194.773359177925,3/28,HMOX1;PTGS2;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
Orphenadrine hydrochloride BOSS,Orphenadrine hydrochloride BOSS,0.0002702714898721775,1.7049836977917738e-05,194.32799152298216,5/64,FN1;HBB;MMP9;DCN;EREG,Fallback_DSigDB,Combined signature vs DSigDB
metoprolol HL60 UP,metoprolol HL60 UP,0.000748930003693102,7.48930003693102e-05,191.7170528748238,4/45,C3;GPNMB;FN1;S100A12,Fallback_DSigDB,Combined signature vs DSigDB
22-Hydroxycholesterol CTD 00000121,22,0.000748930003693102,7.48930003693102e-05,191.7170528748238,4/45,EGR1;LPL;HMOX1;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
NICKEL 935 human GSE6907 sample 3531,NICKEL 935 human GSE6907 sample 3531,3.197258596923224e-05,1.7645842453452747e-06,190.99887826113573,7/288,EGR1;RGS2;BAG3;CCL20;SPP1;PPIF;HSPD1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
"3,3',4,4'-Tetrachlorobiphenyl 36187 human GSE6878 sample 3272","3,3',4,4'",3.269330138011365e-05,1.8475761320943223e-06,188.97191086645444,7/290,C3;HCAR3;BAG3;CCL20;APOC1;TIMP1;TM4SF1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
bleomycin DB00290 mouse GSE43695 sample 3106,bleomycin DB00290 mouse GSE43695 sample 3106,1.338441102950524e-05,6.706803658992509e-07,188.1411152858429,8/367,EGR1;IL1RN;VCAN;GPNMB;SPP1;TIMP1;MEDAG;LGMN,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
PRISTANE 15979 mouse GSE17297 sample 3229,PRISTANE 15979 mouse GSE17297 sample 3229,3.269330138011365e-05,1.8902828656044685e-06,187.97100629999105,7/291,C3;COL1A2;GPNMB;PLEK;SPP1;TIMP1;LGMN,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
TITANIUM CTD 00006899,TITANIUM CTD 00006899,0.0100967413426387,0.0024908343052083,187.16687708215863,2/15,TIMP1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
DIOSGENIN CTD 00005850,DIOSGENIN CTD 00005850,0.0100967413426387,0.0024908343052083,187.16687708215863,2/15,PTGS2;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
cloperastine PC3 UP,cloperastine PC3 UP,0.0008030677868703921,8.17122681204673e-05,185.42617125575265,4/46,HMOX1;INHBA;PTGS2;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
